Date,Team_home,FGA_home,FGM_home,FG%_home,3PA_home,3PM_home,3P%_home,FTA_home,FTM_home,FT%_home,OREB_home,DREB_home,REB_home,AST_home,TO_home,STL_home,BLK_home,PF_home,Points_home,Team_away,FGA_away,FGM_away,FG%_away,3PA_away,3PM_away,3P%_away,FTA_away,FTM_away,FT%_away,OREB_away,DREB_away,REB_away,AST_away,TO_away,STL_away,BLK_away,PF_away,Points_away,Point_diff
2024-03-21,ORL,86,47,0.5465116279069767,36,14,0.3888888888888889,19,13,0.6842105263157895,10,30,40,33,12,4,14,16,121,NOP,78,42,0.5384615384615384,20,6,0.3,21,16,0.7619047619047619,3,30,33,24,11,1,18,18,106,15
2024-03-21,MIL,91,43,0.4725274725274725,41,16,0.3902439024390244,15,13,0.8666666666666667,11,29,40,27,5,4,10,17,115,BKN,92,41,0.44565217391304346,44,13,0.29545454545454547,16,13,0.8125,15,34,49,29,7,1,14,12,108,7
2024-03-21,HOU,93,47,0.5053763440860215,45,17,0.37777777777777777,20,16,0.8,13,36,49,27,7,6,14,21,127,CHI,93,42,0.45161290322580644,31,12,0.3870967741935484,25,21,0.84,12,31,43,23,8,3,11,17,117,10
2024-03-21,DEN,84,45,0.5357142857142857,20,6,0.3,20,17,0.85,9,33,42,31,5,4,9,14,113,NYK,79,38,0.4810126582278481,31,11,0.3548387096774194,17,13,0.7647058823529411,4,27,31,28,6,6,9,18,100,13
2024-03-21,DAL,86,43,0.5,32,10,0.3125,28,17,0.6071428571428571,11,32,43,33,12,3,13,20,113,UTA,83,38,0.4578313253012048,30,4,0.13333333333333333,19,17,0.8947368421052632,5,33,38,29,6,3,18,23,97,16
2024-03-20,TOR,80,33,0.4125,31,10,0.3225806451612903,18,13,0.7222222222222222,11,20,31,21,11,3,21,15,89,SAC,93,48,0.5161290322580645,40,12,0.3,18,15,0.8333333333333334,18,35,53,32,14,6,15,16,123,-34
2024-03-20,POR,81,39,0.48148148148148145,34,15,0.4411764705882353,15,10,0.6666666666666666,8,30,38,21,6,4,17,16,103,LAC,86,45,0.5232558139534884,31,13,0.41935483870967744,15,13,0.8666666666666667,8,34,42,29,15,7,11,13,116,-13
2024-03-20,PHX,90,45,0.5,39,19,0.48717948717948717,8,6,0.75,14,41,55,34,7,12,23,18,115,PHI,95,41,0.43157894736842106,37,13,0.35135135135135137,18,7,0.3888888888888889,13,27,40,33,12,7,9,12,102,13
2024-03-20,OKC,88,43,0.48863636363636365,34,10,0.29411764705882354,29,23,0.7931034482758621,10,35,45,29,10,7,10,16,119,UTA,90,40,0.4444444444444444,36,10,0.2777777777777778,18,17,0.9444444444444444,11,36,47,20,6,5,15,22,107,12
2024-03-20,GSW,100,58,0.58,39,19,0.48717948717948717,6,2,0.3333333333333333,13,35,48,43,6,5,6,17,137,MEM,96,42,0.4375,49,18,0.3673469387755102,18,14,0.7777777777777778,16,29,45,29,4,3,10,15,116,21
2024-03-20,DET,90,37,0.4111111111111111,23,5,0.21739130434782608,30,24,0.8,12,34,46,23,8,1,15,14,103,IND,88,50,0.5681818181818182,29,11,0.3793103448275862,18,11,0.6111111111111112,5,35,40,38,13,6,12,16,122,-19
2024-03-20,CLE,75,35,0.4666666666666667,42,15,0.35714285714285715,22,19,0.8636363636363636,6,31,37,30,3,2,11,19,104,MIA,83,38,0.4578313253012048,36,13,0.3611111111111111,19,18,0.9473684210526315,7,30,37,19,7,2,7,20,107,-3
2024-03-20,BOS,85,40,0.47058823529411764,40,18,0.45,29,24,0.8275862068965517,11,26,37,25,6,5,9,18,122,MIL,84,45,0.5357142857142857,35,17,0.4857142857142857,14,12,0.8571428571428571,9,32,41,20,3,6,14,25,119,3
2024-03-19,WAS,98,42,0.42857142857142855,39,15,0.38461538461538464,20,15,0.75,17,27,44,24,6,2,10,27,114,HOU,91,47,0.5164835164835165,39,13,0.3333333333333333,36,30,0.8333333333333334,12,35,47,25,6,11,7,15,137,-23
2024-03-19,SAS,89,39,0.43820224719101125,39,14,0.358974358974359,21,15,0.7142857142857143,9,39,48,31,6,10,15,14,107,DAL,91,44,0.4835164835164835,30,10,0.3333333333333333,17,15,0.8823529411764706,3,37,40,31,6,3,9,18,113,-6
2024-03-19,ORL,81,44,0.5432098765432098,34,12,0.35294117647058826,13,12,0.9230769230769231,10,31,41,32,10,6,16,10,112,CHA,79,38,0.4810126582278481,29,9,0.3103448275862069,9,7,0.7777777777777778,4,26,30,19,8,1,17,13,92,20
2024-03-19,MIN,88,42,0.4772727272727273,35,12,0.34285714285714286,23,16,0.6956521739130435,8,29,37,25,10,7,7,16,112,DEN,81,42,0.5185185185185185,27,14,0.5185185185185185,22,17,0.7727272727272727,11,38,49,26,5,1,17,19,115,-3
2024-03-19,BKN,84,31,0.36904761904761907,40,12,0.3,22,17,0.7727272727272727,14,28,42,19,6,4,13,13,91,NOP,83,42,0.5060240963855421,34,10,0.29411764705882354,13,10,0.7692307692307693,11,37,48,29,7,5,13,19,104,-13
2024-03-18,UTA,84,39,0.4642857142857143,32,14,0.4375,14,12,0.8571428571428571,14,33,47,25,6,3,17,13,104,MIN,91,44,0.4835164835164835,41,16,0.3902439024390244,12,10,0.8333333333333334,12,23,35,27,9,9,9,15,114,-10
2024-03-18,SAC,94,42,0.44680851063829785,35,11,0.3142857142857143,32,26,0.8125,15,44,59,30,7,10,17,25,121,MEM,98,37,0.37755102040816324,38,13,0.34210526315789475,30,24,0.8,15,34,49,22,13,7,12,23,111,10
2024-03-18,PHI,85,37,0.43529411764705883,36,13,0.3611111111111111,12,11,0.9166666666666666,7,39,46,23,7,12,12,16,98,MIA,89,35,0.39325842696629215,33,12,0.36363636363636365,14,9,0.6428571428571429,11,38,49,23,8,3,15,13,91,7
2024-03-18,LAL,90,52,0.5777777777777777,36,15,0.4166666666666667,20,17,0.85,4,44,48,39,6,4,8,15,136,ATL,98,42,0.42857142857142855,41,9,0.21951219512195122,15,12,0.8,12,30,42,32,8,5,9,14,105,31
2024-03-18,IND,91,42,0.46153846153846156,38,9,0.23684210526315788,16,10,0.625,14,31,45,28,8,3,11,24,103,CLE,80,38,0.475,32,12,0.375,28,20,0.7142857142857143,9,30,39,27,8,4,14,18,108,-5
2024-03-18,GSW,88,42,0.4772727272727273,36,14,0.3888888888888889,18,14,0.7777777777777778,12,27,39,29,7,5,13,16,112,NYK,91,44,0.4835164835164835,37,14,0.3783783783783784,20,17,0.85,14,30,44,29,6,1,10,17,119,-7
2024-03-18,CHI,93,41,0.44086021505376344,33,11,0.3333333333333333,21,17,0.8095238095238095,13,27,40,26,9,5,9,21,110,POR,88,40,0.45454545454545453,28,8,0.2857142857142857,25,19,0.76,13,30,43,21,7,5,13,24,107,3
2024-03-18,BOS,95,43,0.45263157894736844,49,22,0.4489795918367347,13,11,0.8461538461538461,15,38,53,30,8,8,9,9,119,DET,84,36,0.42857142857142855,29,9,0.3103448275862069,15,13,0.8666666666666667,8,35,43,21,6,3,12,15,94,25
2024-03-17,WAS,89,41,0.4606741573033708,34,10,0.29411764705882354,14,12,0.8571428571428571,10,30,40,24,3,5,16,20,104,BOS,87,43,0.4942528735632184,50,24,0.48,24,20,0.8333333333333334,12,31,43,30,9,6,14,17,130,-26
2024-03-17,SAS,99,46,0.46464646464646464,37,9,0.24324324324324326,23,21,0.9130434782608695,13,37,50,30,6,10,17,17,122,BKN,102,47,0.46078431372549017,31,8,0.25806451612903225,19,13,0.6842105263157895,11,37,48,29,13,5,12,20,115,7
2024-03-17,ORL,85,43,0.5058823529411764,36,11,0.3055555555555556,20,14,0.7,10,29,39,22,7,4,13,16,111,TOR,84,37,0.44047619047619047,31,8,0.25806451612903225,15,14,0.9333333333333333,11,26,37,23,7,3,18,18,96,15
2024-03-17,MIL,94,51,0.5425531914893617,41,24,0.5853658536585366,14,14,1.0,10,25,35,35,11,2,10,12,140,PHX,87,51,0.5862068965517241,33,14,0.42424242424242425,15,13,0.8666666666666667,7,32,39,36,7,5,12,16,129,11
2024-03-17,LAC,74,28,0.3783783783783784,36,11,0.3055555555555556,29,26,0.896551724137931,10,30,40,17,10,5,15,13,93,ATL,84,41,0.4880952380952381,34,17,0.5,12,11,0.9166666666666666,10,35,45,32,10,7,14,22,110,-17
2024-03-17,DET,83,38,0.4578313253012048,36,14,0.3888888888888889,14,11,0.7857142857142857,7,37,44,24,4,7,12,19,101,MIA,89,40,0.449438202247191,35,12,0.34285714285714286,16,12,0.75,11,36,47,24,7,2,9,11,104,-3
2024-03-17,DAL,100,42,0.42,35,9,0.2571428571428571,21,14,0.6666666666666666,22,38,60,22,5,5,11,21,107,DEN,84,37,0.44047619047619047,28,12,0.42857142857142855,22,19,0.8636363636363636,6,31,37,26,7,6,7,16,105,2
2024-03-16,UTA,83,38,0.4578313253012048,26,6,0.23076923076923078,21,18,0.8571428571428571,10,41,51,23,4,5,15,14,100,MIN,93,44,0.4731182795698925,41,19,0.4634146341463415,15,12,0.8,7,37,44,31,8,6,8,16,119,-19
2024-03-16,SAC,85,30,0.35294117647058826,37,10,0.2702702702702703,26,21,0.8076923076923077,11,31,42,22,7,5,12,20,91,NYK,86,37,0.43023255813953487,39,11,0.28205128205128205,16,13,0.8125,10,42,52,19,8,9,14,21,98,-7
2024-03-16,PHI,81,36,0.4444444444444444,41,13,0.3170731707317073,25,24,0.96,10,31,41,25,9,4,15,23,109,CHA,82,37,0.45121951219512196,31,10,0.3225806451612903,18,14,0.7777777777777778,12,28,40,21,11,4,16,21,98,11
2024-03-16,NOP,97,52,0.5360824742268041,33,13,0.3939393939393939,10,9,0.9,10,29,39,36,8,5,9,13,126,POR,84,42,0.5,33,12,0.36363636363636365,12,11,0.9166666666666666,10,26,36,23,3,7,19,15,107,19
2024-03-16,MEM,81,37,0.4567901234567901,44,18,0.4090909090909091,26,20,0.7692307692307693,7,29,36,34,7,4,14,20,112,OKC,87,45,0.5172413793103449,35,12,0.34285714285714286,21,16,0.7619047619047619,8,37,45,25,7,8,11,19,118,-6
2024-03-16,LAL,92,47,0.5108695652173914,34,12,0.35294117647058826,18,15,0.8333333333333334,8,31,39,32,3,4,9,13,121,GSW,97,51,0.5257731958762887,34,14,0.4117647058823529,15,12,0.8,14,31,45,38,3,4,7,19,128,-7
2024-03-16,IND,105,50,0.47619047619047616,30,6,0.2,16,15,0.9375,17,33,50,21,13,4,10,23,121,BKN,77,33,0.42857142857142855,25,10,0.4,31,24,0.7741935483870968,12,33,45,18,8,3,20,18,100,21
2024-03-16,HOU,98,47,0.47959183673469385,42,15,0.35714285714285715,12,8,0.6666666666666666,11,37,48,28,9,7,9,19,117,CLE,82,37,0.45121951219512196,38,12,0.3157894736842105,20,17,0.85,7,38,45,22,6,7,15,12,103,14
2024-03-16,CHI,85,49,0.5764705882352941,24,8,0.3333333333333333,29,21,0.7241379310344828,12,39,51,33,9,4,15,16,127,WAS,84,36,0.42857142857142855,32,13,0.40625,22,13,0.5909090909090909,9,23,32,27,12,7,15,21,98,29
2024-03-15,UTA,90,46,0.5111111111111111,36,14,0.3888888888888889,20,18,0.9,10,39,49,24,6,7,11,21,124,ATL,92,41,0.44565217391304346,39,20,0.5128205128205128,27,20,0.7407407407407407,11,30,41,32,7,5,9,16,122,2
2024-03-15,TOR,81,38,0.4691358024691358,34,14,0.4117647058823529,20,13,0.65,9,31,40,24,11,4,15,24,103,ORL,80,40,0.5,31,14,0.45161290322580644,22,19,0.8636363636363636,6,33,39,25,7,4,14,15,113,-10
2024-03-15,SAS,81,37,0.4567901234567901,29,11,0.3793103448275862,27,21,0.7777777777777778,12,32,44,23,6,4,16,13,106,DEN,89,49,0.550561797752809,25,10,0.4,12,9,0.75,7,33,40,37,13,5,12,20,117,-11
2024-03-15,NOP,87,42,0.4827586206896552,35,13,0.37142857142857144,20,15,0.75,9,31,40,28,8,2,8,21,112,LAC,77,37,0.4805194805194805,33,12,0.36363636363636365,19,18,0.9473684210526315,5,32,37,18,6,8,12,17,104,8
2024-03-15,DET,84,36,0.42857142857142855,38,10,0.2631578947368421,15,13,0.8666666666666667,9,39,48,27,5,2,17,16,95,MIA,91,43,0.4725274725274725,34,7,0.20588235294117646,21,15,0.7142857142857143,9,35,44,23,14,6,8,16,108,-13
2024-03-15,CHA,94,35,0.3723404255319149,37,6,0.16216216216216217,27,20,0.7407407407407407,12,36,48,20,6,3,4,16,96,PHX,87,40,0.45977011494252873,38,11,0.2894736842105263,20,16,0.8,10,47,57,31,3,3,10,20,107,-11
2024-03-14,POR,84,34,0.40476190476190477,33,11,0.3333333333333333,16,14,0.875,13,32,45,19,10,2,17,19,93,NYK,87,38,0.4367816091954023,29,6,0.20689655172413793,26,23,0.8846153846153846,15,35,50,16,11,1,12,18,105,-12
2024-03-14,OKC,86,45,0.5232558139534884,39,16,0.41025641025641024,23,20,0.8695652173913043,8,26,34,28,10,7,13,24,126,DAL,84,43,0.5119047619047619,29,12,0.41379310344827586,26,21,0.8076923076923077,10,30,40,25,6,2,19,20,119,7
2024-03-14,MIL,72,39,0.5416666666666666,36,16,0.4444444444444444,24,20,0.8333333333333334,6,31,37,29,6,4,14,14,114,PHI,79,39,0.4936708860759494,35,17,0.4857142857142857,14,10,0.7142857142857143,6,24,30,20,6,4,11,18,105,9
2024-03-14,HOU,87,51,0.5862068965517241,28,12,0.42857142857142855,24,21,0.875,8,39,47,24,7,1,17,19,135,WAS,93,46,0.4946236559139785,38,12,0.3157894736842105,19,15,0.7894736842105263,7,25,32,29,11,2,13,19,119,16
2024-03-14,CHI,86,41,0.47674418604651164,35,16,0.45714285714285713,16,13,0.8125,11,25,36,28,4,2,13,14,111,LAC,80,48,0.6,40,20,0.5,14,10,0.7142857142857143,6,29,35,32,9,2,9,16,126,-15
2024-03-14,BOS,89,47,0.5280898876404494,50,25,0.5,11,8,0.7272727272727273,6,27,33,31,12,5,8,13,127,PHX,99,47,0.47474747474747475,31,11,0.3548387096774194,10,7,0.7,19,32,51,27,4,3,13,12,112,15
2024-03-13,SAC,88,46,0.5227272727272727,41,19,0.4634146341463415,12,9,0.75,9,35,44,30,11,2,12,19,120,LAL,78,38,0.48717948717948717,32,14,0.4375,22,17,0.7727272727272727,7,31,38,25,8,2,14,12,107,13
2024-03-13,POR,82,38,0.4634146341463415,30,10,0.3333333333333333,24,20,0.8333333333333334,12,37,49,24,7,5,18,21,106,ATL,88,38,0.4318181818181818,39,14,0.358974358974359,18,12,0.6666666666666666,13,25,38,19,11,6,14,23,102,4
2024-03-13,ORL,77,40,0.5194805194805194,32,14,0.4375,26,20,0.7692307692307693,6,28,34,29,6,6,12,20,114,BKN,81,38,0.4691358024691358,26,7,0.2692307692307692,27,23,0.8518518518518519,8,24,32,21,7,4,13,19,106,8
2024-03-13,NOP,80,35,0.4375,22,4,0.18181818181818182,26,21,0.8076923076923077,7,36,43,22,7,6,11,13,95,CLE,92,47,0.5108695652173914,45,20,0.4444444444444444,3,2,0.6666666666666666,8,38,46,38,4,4,9,18,116,-21
2024-03-13,MIA,80,34,0.425,21,5,0.23809523809523808,18,15,0.8333333333333334,8,34,42,18,5,2,8,13,88,DEN,82,40,0.4878048780487805,33,11,0.3333333333333333,13,9,0.6923076923076923,7,34,41,24,4,2,9,13,100,-12
2024-03-13,MEM,85,36,0.4235294117647059,40,16,0.4,11,10,0.9090909090909091,16,30,46,24,12,5,21,19,98,CHA,82,44,0.5365853658536586,36,13,0.3611111111111111,13,9,0.6923076923076923,6,29,35,26,12,7,20,11,110,-12
2024-03-13,IND,99,46,0.46464646464646464,45,14,0.3111111111111111,28,23,0.8214285714285714,9,38,47,30,4,6,8,25,129,CHI,92,48,0.5217391304347826,28,10,0.35714285714285715,32,26,0.8125,7,41,48,22,6,5,11,21,132,-3
2024-03-13,DET,88,39,0.4431818181818182,30,11,0.36666666666666664,31,24,0.7741935483870968,11,47,58,27,7,7,21,21,113,TOR,93,41,0.44086021505376344,36,9,0.25,19,13,0.6842105263157895,3,34,37,32,13,8,11,20,104,9
2024-03-13,DAL,82,44,0.5365853658536586,27,6,0.2222222222222222,19,15,0.7894736842105263,9,33,42,30,6,13,16,16,109,GSW,92,37,0.40217391304347827,28,9,0.32142857142857145,19,16,0.8421052631578947,15,27,42,19,9,3,15,20,99,10
2024-03-12,UTA,86,41,0.47674418604651164,32,15,0.46875,11,10,0.9090909090909091,9,29,38,23,4,7,10,18,107,BOS,92,43,0.4673913043478261,49,20,0.40816326530612246,19,17,0.8947368421052632,14,32,46,25,5,8,8,14,123,-16
2024-03-12,SAS,82,39,0.47560975609756095,36,11,0.3055555555555556,14,12,0.8571428571428571,10,32,42,30,9,5,13,20,101,HOU,80,37,0.4625,32,10,0.3125,21,19,0.9047619047619048,8,28,36,21,10,5,12,19,103,-2
2024-03-12,SAC,92,49,0.532608695652174,40,18,0.45,16,13,0.8125,6,45,51,34,11,1,8,26,129,MIL,82,30,0.36585365853658536,39,7,0.1794871794871795,35,27,0.7714285714285715,10,34,44,23,3,2,13,18,94,35
2024-03-12,OKC,99,43,0.43434343434343436,37,14,0.3783783783783784,15,11,0.7333333333333333,13,37,50,24,5,4,12,16,111,IND,89,48,0.5393258426966292,28,9,0.32142857142857145,19,16,0.8421052631578947,4,39,43,34,8,10,9,11,121,-10
2024-03-12,NYK,79,40,0.5063291139240507,40,14,0.35,15,12,0.8,9,42,51,32,4,4,12,15,106,PHI,80,30,0.375,33,8,0.24242424242424243,16,11,0.6875,7,24,31,17,7,4,8,16,79,27
2024-03-12,MEM,94,42,0.44680851063829785,33,8,0.24242424242424243,21,17,0.8095238095238095,17,36,53,27,8,7,17,19,109,WAS,82,37,0.45121951219512196,36,11,0.3055555555555556,16,12,0.75,4,24,28,26,9,3,13,18,97,12
2024-03-12,LAC,72,34,0.4722222222222222,30,11,0.36666666666666664,25,21,0.84,8,26,34,22,7,4,18,18,100,MIN,94,48,0.5106382978723404,33,12,0.36363636363636365,14,10,0.7142857142857143,19,29,48,26,11,6,9,20,118,-18
2024-03-11,SAS,93,39,0.41935483870967744,37,14,0.3783783783783784,15,10,0.6666666666666666,13,37,50,27,6,10,15,15,102,GSW,93,46,0.4946236559139785,27,12,0.4444444444444444,12,8,0.6666666666666666,10,35,45,28,7,4,13,19,112,-10
2024-03-11,POR,87,39,0.4482758620689655,28,10,0.35714285714285715,11,11,1.0,9,29,38,23,3,5,11,11,99,BOS,100,49,0.49,40,15,0.375,12,8,0.6666666666666666,14,31,45,34,7,10,3,11,121,-22
2024-03-11,DET,86,41,0.47674418604651164,42,10,0.23809523809523808,24,22,0.9166666666666666,9,42,51,26,8,5,12,19,114,CHA,88,34,0.38636363636363635,40,13,0.325,23,16,0.6956521739130435,9,31,40,27,7,2,12,16,97,17
2024-03-11,DEN,95,52,0.5473684210526316,29,10,0.3448275862068966,18,11,0.6111111111111112,11,31,42,36,8,8,9,14,125,TOR,93,47,0.5053763440860215,30,11,0.36666666666666664,17,14,0.8235294117647058,11,31,42,30,6,4,11,16,119,6
2024-03-11,CLE,84,40,0.47619047619047616,46,15,0.32608695652173914,19,16,0.8421052631578947,10,27,37,30,9,0,12,18,111,PHX,84,46,0.5476190476190477,32,12,0.375,19,13,0.6842105263157895,12,30,42,23,8,6,14,18,117,-6
2024-03-11,CHI,89,35,0.39325842696629215,34,7,0.20588235294117646,22,15,0.6818181818181818,14,29,43,19,6,2,13,12,92,DAL,93,51,0.5483870967741935,41,13,0.3170731707317073,15,12,0.8,10,39,49,33,10,6,6,17,127,-35
2024-03-10,SAC,86,39,0.45348837209302323,32,6,0.1875,23,20,0.8695652173913043,7,37,44,24,10,5,12,20,104,HOU,84,39,0.4642857142857143,29,12,0.41379310344827586,27,22,0.8148148148148148,6,36,42,23,8,1,12,18,112,-8
2024-03-10,ORL,88,33,0.375,36,9,0.25,29,22,0.7586206896551724,13,33,46,18,7,3,12,27,97,IND,78,38,0.48717948717948717,23,8,0.34782608695652173,33,27,0.8181818181818182,5,41,46,20,5,10,12,21,111,-14
2024-03-10,OKC,93,49,0.5268817204301075,47,21,0.44680851063829785,5,5,1.0,8,38,46,36,8,6,10,18,124,MEM,78,32,0.41025641025641024,33,11,0.3333333333333333,27,18,0.6666666666666666,8,31,39,21,8,4,16,14,93,31
2024-03-10,NYK,80,26,0.325,40,9,0.225,16,12,0.75,16,34,50,19,9,5,19,14,73,PHI,80,31,0.3875,30,9,0.3,14,8,0.5714285714285714,14,33,47,20,9,5,13,18,79,-6
2024-03-10,MIA,95,43,0.45263157894736844,33,10,0.30303030303030304,18,12,0.6666666666666666,16,35,51,20,9,6,13,18,108,WAS,81,39,0.48148148148148145,39,16,0.41025641025641024,22,16,0.7272727272727273,6,34,40,35,5,5,15,18,110,-2
2024-03-10,LAL,83,44,0.5301204819277109,24,10,0.4166666666666667,29,22,0.7586206896551724,14,42,56,29,9,4,19,12,120,MIN,97,41,0.422680412371134,46,16,0.34782608695652173,13,11,0.8461538461538461,11,27,38,27,8,6,11,18,109,11
2024-03-10,LAC,104,47,0.4519230769230769,47,14,0.2978723404255319,10,9,0.9,17,35,52,30,3,9,10,23,117,MIL,87,43,0.4942528735632184,38,17,0.4473684210526316,27,21,0.7777777777777778,7,34,41,28,5,6,7,15,124,-7
2024-03-10,CLE,76,37,0.4868421052631579,32,14,0.4375,20,13,0.65,5,26,31,25,8,4,12,17,101,BKN,79,42,0.5316455696202531,35,18,0.5142857142857142,20,18,0.9,8,32,40,33,7,3,12,17,120,-19
2024-03-10,ATL,91,38,0.4175824175824176,46,17,0.3695652173913043,13,10,0.7692307692307693,12,29,41,28,6,4,11,15,103,NOP,75,43,0.5733333333333334,27,14,0.5185185185185185,22,16,0.7272727272727273,4,39,43,32,8,7,12,10,116,-13
2024-03-09,POR,103,49,0.47572815533980584,40,16,0.4,15,14,0.9333333333333333,18,34,52,31,10,3,14,18,128,TOR,91,43,0.4725274725274725,43,16,0.37209302325581395,19,16,0.8421052631578947,9,34,43,29,9,6,20,18,118,10
2024-03-09,PHX,87,44,0.5057471264367817,31,9,0.2903225806451613,16,10,0.625,10,31,41,21,6,1,14,14,107,BOS,94,46,0.48936170212765956,39,15,0.38461538461538464,13,10,0.7692307692307693,13,30,43,29,7,4,12,12,117,-10
2024-03-09,LAC,84,42,0.5,35,12,0.34285714285714286,18,16,0.8888888888888888,9,36,45,29,7,6,13,20,112,CHI,86,37,0.43023255813953487,35,13,0.37142857142857144,19,15,0.7894736842105263,12,26,38,27,7,3,12,19,102,10
2024-03-09,GSW,88,41,0.4659090909090909,30,10,0.3333333333333333,29,21,0.7241379310344828,9,30,39,26,9,7,12,24,113,SAS,86,44,0.5116279069767442,33,17,0.5151515151515151,28,21,0.75,12,37,49,34,6,6,12,22,126,-13
2024-03-09,DET,99,45,0.45454545454545453,37,13,0.35135135135135137,25,21,0.84,20,36,56,27,8,4,19,26,124,DAL,92,51,0.5543478260869565,38,14,0.3684210526315789,32,26,0.8125,4,32,36,29,13,8,14,18,142,-18
2024-03-09,DEN,83,55,0.6626506024096386,32,19,0.59375,16,13,0.8125,5,27,32,40,8,10,13,22,142,UTA,94,47,0.5,26,8,0.3076923076923077,25,19,0.76,14,22,36,22,7,2,15,15,121,21
2024-03-09,CHA,81,44,0.5432098765432098,30,11,0.36666666666666664,15,11,0.7333333333333333,9,36,45,26,9,3,16,18,110,BKN,90,36,0.4,42,14,0.3333333333333333,17,13,0.7647058823529411,16,25,41,22,4,2,15,14,99,11
2024-03-08,WAS,87,43,0.4942528735632184,33,6,0.18181818181818182,23,20,0.8695652173913043,10,44,54,25,5,11,11,20,112,CHA,100,40,0.4,42,9,0.21428571428571427,15,11,0.7333333333333333,13,35,48,18,6,5,7,19,100,12
2024-03-08,POR,89,37,0.4157303370786517,35,16,0.45714285714285713,25,17,0.68,19,30,49,22,5,5,17,16,107,HOU,94,45,0.4787234042553192,37,14,0.3783783783783784,26,19,0.7307692307692307,14,33,47,33,12,10,7,15,123,-16
2024-03-08,PHI,88,35,0.3977272727272727,37,9,0.24324324324324326,20,16,0.8,13,29,42,21,8,7,10,19,95,NOP,79,35,0.4430379746835443,31,11,0.3548387096774194,23,22,0.9565217391304348,9,39,48,22,7,10,12,18,103,-8
2024-03-08,OKC,89,42,0.47191011235955055,38,12,0.3157894736842105,13,11,0.8461538461538461,9,36,45,28,5,8,9,16,107,MIA,82,38,0.4634146341463415,29,11,0.3793103448275862,18,13,0.7222222222222222,7,36,43,24,6,5,10,16,100,7
2024-03-08,NYK,79,38,0.4810126582278481,33,16,0.48484848484848486,8,6,0.75,11,32,43,20,7,10,15,14,98,ORL,79,27,0.34177215189873417,26,6,0.23076923076923078,20,14,0.7,12,25,37,12,7,10,13,12,74,24
2024-03-08,MEM,74,30,0.40540540540540543,26,10,0.38461538461538464,30,22,0.7333333333333333,10,28,38,21,10,11,13,19,92,ATL,87,37,0.42528735632183906,35,15,0.42857142857142855,15,10,0.6666666666666666,15,32,47,21,9,5,14,20,99,-7
2024-03-08,LAL,90,47,0.5222222222222223,34,16,0.47058823529411764,19,13,0.6842105263157895,4,34,38,27,2,7,5,16,123,MIL,93,46,0.4946236559139785,41,16,0.3902439024390244,17,14,0.8235294117647058,6,37,43,28,3,2,6,17,122,1
2024-03-08,CLE,88,38,0.4318181818181818,34,11,0.3235294117647059,36,26,0.7222222222222222,10,36,46,27,7,8,12,20,113,MIN,94,39,0.4148936170212766,30,8,0.26666666666666666,22,18,0.8181818181818182,7,38,45,25,5,5,12,25,104,9
2024-03-07,SAC,102,52,0.5098039215686274,32,10,0.3125,18,17,0.9444444444444444,14,32,46,31,8,3,13,15,131,SAS,91,46,0.5054945054945055,33,16,0.48484848484848486,21,21,1.0,9,28,37,39,8,4,12,20,129,2
2024-03-07,PHX,86,44,0.5116279069767442,35,15,0.42857142857142855,20,17,0.85,10,39,49,29,6,6,14,16,120,TOR,94,43,0.4574468085106383,44,16,0.36363636363636365,15,11,0.7333333333333333,9,27,36,30,5,2,9,20,113,7
2024-03-07,IND,82,42,0.5121951219512195,26,10,0.38461538461538464,23,17,0.7391304347826086,7,32,39,26,5,10,15,24,111,MIN,98,46,0.46938775510204084,25,7,0.28,19,14,0.7368421052631579,13,35,48,23,9,6,9,20,113,-2
2024-03-07,GSW,97,44,0.4536082474226804,42,11,0.2619047619047619,28,23,0.8214285714285714,13,35,48,31,8,2,11,22,122,CHI,87,46,0.5287356321839081,36,16,0.4444444444444444,23,17,0.7391304347826086,7,33,40,29,6,5,14,22,125,-3
2024-03-07,DET,82,43,0.524390243902439,30,12,0.4,21,20,0.9523809523809523,13,37,50,24,7,4,22,18,118,BKN,84,41,0.4880952380952381,41,17,0.4146341463414634,18,13,0.7222222222222222,4,24,28,24,12,4,14,17,112,6
2024-03-07,DEN,90,45,0.5,21,4,0.19047619047619047,22,21,0.9545454545454546,8,37,45,27,10,4,7,19,115,BOS,91,41,0.45054945054945056,38,11,0.2894736842105263,25,16,0.64,13,34,47,24,6,3,12,18,109,6
2024-03-07,DAL,87,40,0.45977011494252873,41,16,0.3902439024390244,23,18,0.782608695652174,10,35,45,27,5,6,9,16,114,MIA,82,40,0.4878048780487805,38,17,0.4473684210526316,17,11,0.6470588235294118,2,35,37,30,7,2,10,20,108,6
2024-03-06,WAS,88,40,0.45454545454545453,38,12,0.3157894736842105,20,17,0.85,9,26,35,26,7,4,9,20,109,ORL,81,44,0.5432098765432098,26,12,0.46153846153846156,21,19,0.9047619047619048,9,33,42,21,4,5,15,14,119,-10
2024-03-06,UTA,96,44,0.4583333333333333,47,15,0.3191489361702128,16,14,0.875,14,31,45,28,4,7,10,14,117,CHI,90,45,0.5,39,17,0.4358974358974359,15,12,0.8,7,32,39,29,7,4,7,13,119,-2
